project_id,project_start_date,project_end_date,type_of_project,project_status,reporter_id,approver_id,CLIENT_ID,tech_coe,proposition_coe,is_active_project,is_overrunning,days_until_end,ramp_down_window,tech_coe_primary
CLIENT_12_025,01-01-2025,31-05-2025,Client Project,COMPLETE,EMP676,EMP488,CLIENT_12,Full Stack Engineering,Managed Services,False,False,-392,none,Full Stack Engineering
CLIENT_124_001,24-11-2025,15-03-2026,Client Project,COMPLETE,EMP306,EMP648,CLIENT_124,Data Engineering;BI and Reporting,Core Reporting,False,False,-104,none,Data Engineering
CLIENT_125_001,16-03-2026,20-04-2026,Client Project,COMPLETE,EMP333,EMP675,CLIENT_125,Data Engineering;BI and Reporting;Consulting,Data Advisory,False,False,-68,none,Data Engineering
CLIENT_9_244,01-12-2024,31-03-2025,Internal Project,COMPLETE,,EMP571,CLIENT_9,,,False,False,-453,none,
CLIENT_126_002,02-09-2024,09-09-2024,Client Project,DEAL LOST,EMP333,EMP333,CLIENT_126,Data Engineering,Exit Support,False,False,-656,none,Data Engineering
CLIENT_12_019,01-07-2024,30-09-2024,Managed Services,COMPLETE,EMP676,EMP676,CLIENT_12,Software Development and LLMs,Managed Services,False,False,-635,none,Software Development and LLMs
CLIENT_9_132,12-09-2022,02-12-2022,Internal Project,COMPLETE,EMP474,EMP474,CLIENT_9,,,False,False,-1303,none,
CLIENT_79_003,02-06-2025,24-08-2025,Client Project,CLOSED,EMP275,EMP288,CLIENT_79,Data Engineering;BI and Reporting,Core Reporting,False,False,-307,none,Data Engineering
CLIENT_28_003,13-07-2020,06-11-2021,Client Project,COMPLETE,EMP700,EMP700,CLIENT_28,,,False,False,-1694,none,
CLIENT_21_019,23-06-2025,20-07-2025,Managed Services,COMPLETE,EMP233,EMP490,CLIENT_21,TechOps and Automation;Full Stack Engineering,Managed Services,False,False,-342,none,TechOps and Automation
CLIENT_9_088,02-05-2022,29-07-2022,Internal Project,COMPLETE,EMP385,EMP385,CLIENT_9,,,False,False,-1429,none,
CLIENT_127_013,01-02-2019,31-12-2025,BAU Activity,COMPLETE,EMP39,EMP39,CLIENT_127,,,False,False,-178,none,
CLIENT_20_002,04-10-2021,31-03-2022,Client Project,COMPLETE,EMP210,EMP762,CLIENT_20,,,False,False,-1549,none,
CLIENT_128_006,20-08-2021,29-10-2021,Client Project,COMPLETE,EMP173,EMP173,CLIENT_128,,,False,False,-1702,none,
CLIENT_33_004,10-10-2019,01-05-2020,Client Project,COMPLETE,,,CLIENT_33,,,False,False,-2248,none,
CLIENT_129_002,16-02-2026,02-03-2026,Client Project,COMPLETE,EMP596,EMP692,CLIENT_129,BI and Reporting,Exit Support,False,False,-117,none,BI and Reporting
CLIENT_80_003,05-09-2023,08-09-2023,Client Project,COMPLETE,EMP1036,EMP1036,CLIENT_80,,Core Reporting,False,False,-1023,none,
CLIENT_130_003,20-01-2025,11-04-2025,Client Project,COMPLETE,EMP393,EMP938,CLIENT_130,TechOps and Automation,Core Reporting,False,False,-442,none,TechOps and Automation
CLIENT_43_018,11-04-2022,20-04-2022,Client Project,COMPLETE,EMP231,EMP231,CLIENT_43,,,False,False,-1529,none,
CLIENT_131_001,14-12-2022,20-12-2022,Client Project,COMPLETE,EMP596,EMP596,CLIENT_131,,,False,False,-1285,none,
CLIENT_132_002,15-12-2025,31-05-2026,Client Project,ACTIVE,EMP809,EMP648,CLIENT_132,BI and Reporting;Data Engineering,Core Reporting,True,True,-27,none,BI and Reporting
CLIENT_76_008,12-01-2026,16-02-2026,Client Project,COMPLETE,EMP314,EMP252,CLIENT_76,BI and Reporting,Core Reporting,False,False,-131,none,BI and Reporting
CLIENT_133_001,20-01-2026,20-02-2026,Client Project,COMPLETE,EMP152,EMP667,CLIENT_133,Gen AI,Value Creation,False,False,-127,none,Gen AI
CLIENT_134_004,24-01-2022,04-03-2022,Client Project,COMPLETE,EMP474,EMP1011,CLIENT_134,,,False,False,-1576,none,
CLIENT_92_004,12-04-2021,31-12-2021,Client Project,COMPLETE,EMP533,EMP638,CLIENT_92,,,False,False,-1639,none,
CLIENT_135_006,18-11-2024,04-05-2025,Client Project,CLOSED,EMP1012,EMP1012,CLIENT_135,,PE Services,False,False,-419,none,
CLIENT_113_002,21-10-2024,31-08-2026,Managed Services,ACTIVE,EMP331,EMP403,CLIENT_113,Data Engineering;BI and Reporting,Managed Services,True,False,65,90_days,Data Engineering
CLIENT_19_002,23-03-2025,29-06-2025,Client Project,COMPLETE,EMP661,EMP398,CLIENT_19,Data Science & ML;Gen AI,Value Creation,False,False,-363,none,Data Science & ML
CLIENT_136_002,16-02-2026,11-05-2026,Client Project,COMPLETE,EMP655,EMP1003,CLIENT_136,Data Science & ML;BI and Reporting;Data Engineering;Consulting,Value Creation,False,False,-47,none,Data Science & ML
CLIENT_127_007,05-09-2022,31-12-2030,BAU Activity,ACTIVE,EMP1042,EMP1042,CLIENT_127,,,True,False,1648,none,
CLIENT_9_014,01-02-2019,28-02-2019,Internal Project,COMPLETE,EMP222,EMP222,CLIENT_9,,,False,False,-2676,none,
CLIENT_137_002,12-01-2025,28-03-2025,Client Project,COMPLETE,EMP479,EMP971,CLIENT_137,Data Engineering;BI and Reporting,Core Reporting,False,False,-456,none,Data Engineering
CLIENT_9_106,04-07-2022,12-08-2022,Internal Project,COMPLETE,EMP1042,EMP1042,CLIENT_9,,,False,False,-1415,none,
CLIENT_138_002,23-03-2026,29-06-2026,Client Project,ACTIVE,EMP314,EMP397,CLIENT_138,Data Science & ML,Value Creation,True,False,2,30_days,Data Science & ML
CLIENT_9_108,15-05-2022,31-01-2024,Client Project,COMPLETE,EMP233,EMP277,CLIENT_9,,,False,False,-878,none,
CLIENT_139_006,14-11-2022,06-01-2023,Client Project,COMPLETE,EMP596,EMP233,CLIENT_139,,,False,False,-1268,none,
CLIENT_39_041,23-11-2020,31-01-2021,Client Project,COMPLETE,EMP474,EMP474,CLIENT_39,,,False,False,-1973,none,
CLIENT_9_236,22-11-2024,31-12-2026,Internal Project,COMPLETE,EMP252,EMP398,CLIENT_9,,,False,False,187,none,
CLIENT_140_004,04-06-2025,17-06-2025,Client Project,COMPLETE,EMP836,EMP959,CLIENT_140,Data Engineering,Exit Support,False,False,-375,none,Data Engineering
CLIENT_141_003,12-08-2024,26-08-2024,Client Project,COMPLETE,EMP1036,EMP952,CLIENT_141,,Exit Support,False,False,-670,none,
CLIENT_15_003,21-10-2024,06-03-2025,Client Project,COMPLETE,EMP684,EMP445,CLIENT_15,Data Engineering;Analytical Engineering;Data Governance;Consulting,Core Reporting,False,False,-478,none,Data Engineering
CLIENT_142_001,28-02-2025,04-07-2025,Client Project,COMPLETE,EMP320,EMP425,CLIENT_142,Data Engineering;BI and Reporting,Core Reporting,False,False,-358,none,Data Engineering
CLIENT_9_205,03-06-2024,31-05-2025,Client Project,COMPLETE,EMP490,EMP490,CLIENT_9,UI/UX,Other,False,False,-392,none,UI/UX
CLIENT_28_007,12-04-2021,07-05-2021,Client Project,COMPLETE,EMP700,EMP700,CLIENT_28,,,False,False,-1877,none,
CLIENT_9_171,28-08-2023,31-12-2024,Client Project,COMPLETE,EMP492,EMP490,CLIENT_9,,,False,False,-543,none,
CLIENT_9_251,17-04-2025,16-05-2025,Internal Project,COMPLETE,EMP655,EMP655,CLIENT_9,,,False,False,-407,none,
CLIENT_143_006,03-03-2025,05-09-2025,Client Project,COMPLETE,EMP809,EMP676,CLIENT_143,Full Stack Engineering,Value Creation,False,False,-295,none,Full Stack Engineering
CLIENT_144_001,03-01-2019,31-12-2020,Client Project,COMPLETE,,,CLIENT_144,,,False,False,-2004,none,
CLIENT_9_165,16-01-2023,31-12-2023,Internal Project,COMPLETE,EMP385,EMP385,CLIENT_9,,,False,False,-909,none,
CLIENT_49_001,02-01-2025,28-02-2025,Client Project,COMPLETE,EMP320,EMP398,CLIENT_49,Data Engineering,Data Advisory,False,False,-484,none,Data Engineering
CLIENT_145_002,07-10-2024,25-11-2024,Client Project,COMPLETE,EMP370,EMP749,CLIENT_145,Consulting,Value Creation,False,False,-579,none,Consulting
CLIENT_20_036,01-02-2024,30-04-2024,Client Project,COMPLETE,EMP749,EMP749,CLIENT_20,QA,Core Reporting,False,False,-788,none,QA
CLIENT_9_239,06-01-2025,31-12-2026,Internal Project,COMPLETE,EMP252,EMP357,CLIENT_9,,,False,False,187,none,
CLIENT_53_005,01-01-2022,31-12-2022,Client Project,COMPLETE,EMP973,EMP550,CLIENT_53,,,False,False,-1274,none,
CLIENT_146_004,18-08-2025,11-01-2026,Client Project,COMPLETE,EMP22,EMP1011,CLIENT_146,Full Stack Engineering;BI and Reporting,Core Reporting,False,False,-167,none,Full Stack Engineering
CLIENT_8_004,30-01-2023,05-05-2023,Client Project,COMPLETE,EMP937,EMP937,CLIENT_8,,,False,False,-1149,none,
CLIENT_98_001,01-01-2020,31-12-2021,Client Project,COMPLETE,EMP263,,CLIENT_98,,,False,False,-1639,none,
CLIENT_147_003,03-10-2022,11-11-2022,Client Project,COMPLETE,EMP596,EMP882,CLIENT_147,,,False,False,-1324,none,
CLIENT_109_001,11-12-2023,09-02-2024,Client Project,COMPLETE,EMP688,EMP688,CLIENT_109,,Value Creation,False,False,-869,none,
CLIENT_9_080,02-05-2022,12-08-2022,Internal Project,COMPLETE,EMP385,EMP385,CLIENT_9,,,False,False,-1415,none,
CLIENT_9_003,01-01-2019,31-12-2021,Internal Project,COMPLETE,,,CLIENT_9,,,False,False,-1639,none,
CLIENT_148_001,12-08-2024,26-08-2024,Client Project,COMPLETE,EMP935,EMP440,CLIENT_148,,Value Creation,False,False,-670,none,
CLIENT_31_003,05-01-2026,16-03-2026,Client Project,ACTIVE,EMP716,EMP781,CLIENT_31,Data Engineering;BI and Reporting,Core Reporting,True,True,-103,none,Data Engineering
CLIENT_28_009,05-07-2021,31-08-2021,Client Project,COMPLETE,EMP263,,CLIENT_28,,,False,False,-1761,none,
CLIENT_9_232,20-10-2024,27-12-2024,Internal Project,COMPLETE,EMP1036,EMP1036,CLIENT_9,,,False,False,-547,none,
CLIENT_149_003,27-02-2024,06-03-2024,Client Project,COMPLETE,,EMP848,CLIENT_149,Software Development and LLMs,Other,False,False,-843,none,Software Development and LLMs
CLIENT_150_001,08-04-2024,22-12-2024,Client Project,COMPLETE,EMP22,EMP791,CLIENT_150,Analytical Engineering,Data and Reporting,False,False,-552,none,Analytical Engineering
CLIENT_38_004,01-04-2025,28-04-2025,Client Project,COMPLETE,EMP937,EMP937,CLIENT_38,Consulting,Data Advisory,False,False,-425,none,Consulting
CLIENT_151_002,05-05-2024,28-02-2026,Managed Services,COMPLETE,EMP754,EMP102,CLIENT_151,TechOps and Automation,Managed Services,False,False,-119,none,TechOps and Automation
CLIENT_152_003,23-06-2023,04-08-2023,Client Project,COMPLETE,EMP1012,EMP1012,CLIENT_152,,Value Creation,False,False,-1058,none,
CLIENT_9_155,28-09-2022,28-10-2022,Internal Project,COMPLETE,EMP557,EMP557,CLIENT_9,,,False,False,-1338,none,
CLIENT_9_266,01-01-2026,30-07-2026,Client Project,DEAL WON,EMP815,EMP667,CLIENT_9,TechOps and Automation;Consulting,Value Creation,True,False,33,60_days,TechOps and Automation
CLIENT_12_024,05-12-2024,31-03-2025,Client Project,COMPLETE,EMP676,EMP676,CLIENT_12,Full Stack Engineering,Managed Services,False,False,-453,none,Full Stack Engineering
CLIENT_153_001,11-04-2023,23-05-2023,Client Project,COMPLETE,EMP696,EMP438,CLIENT_153,,,False,False,-1131,none,
CLIENT_32_002,14-11-2025,31-08-2026,Managed Services,ACTIVE,EMP648,EMP904,CLIENT_32,Data Engineering,Managed Services,True,False,65,90_days,Data Engineering
CLIENT_154_001,13-10-2025,14-11-2025,Client Project,COMPLETE,EMP615,EMP1015,CLIENT_154,BI and Reporting,Core Reporting,False,False,-225,none,BI and Reporting
CLIENT_127_003,05-09-2022,31-12-2030,BAU Activity,ACTIVE,EMP815,EMP815,CLIENT_127,,,True,False,1648,none,
CLIENT_155_001,25-12-2024,08-08-2025,Client Project,COMPLETE,EMP1036,EMP971,CLIENT_155,Consulting;Data Engineering,Data Advisory,False,False,-323,none,Consulting
CLIENT_156_003,18-05-2026,14-09-2026,Client Project,ACTIVE,EMP937,EMP538,CLIENT_156,BI and Reporting;Data Engineering,Core Reporting,True,False,79,90_days,BI and Reporting
CLIENT_157_002,16-03-2026,11-05-2026,Client Project,COMPLETE,EMP306,EMP161,CLIENT_157,Data Engineering;Full Stack Engineering;BI and Reporting,Core Reporting,False,False,-47,none,Data Engineering
CLIENT_9_104,04-07-2022,12-08-2022,Internal Project,COMPLETE,EMP385,EMP385,CLIENT_9,,,False,False,-1415,none,
CLIENT_158_002,18-05-2026,07-09-2026,Client Project,ACTIVE,EMP108,EMP244,CLIENT_158,BI and Reporting;Data Engineering,Core Reporting,True,False,72,90_days,BI and Reporting
CLIENT_159_002,16-06-2025,03-10-2025,Client Project,COMPLETE,EMP452,EMP231,CLIENT_159,Data Engineering;BI and Reporting;Consulting,Exit Support,False,False,-267,none,Data Engineering
CLIENT_3_006,02-06-2025,07-11-2025,Client Project,COMPLETE,EMP571,EMP244,CLIENT_3,Data Engineering,Core Reporting,False,False,-232,none,Data Engineering
CLIENT_9_256,01-06-2024,31-12-2026,Internal Project,ACTIVE,EMP443,EMP398,CLIENT_9,,,True,False,187,none,
CLIENT_9_039,27-09-2021,29-10-2021,Internal Project,COMPLETE,EMP474,EMP474,CLIENT_9,,,False,False,-1702,none,
CLIENT_160_001,22-04-2025,28-04-2025,Client Project,COMPLETE,EMP333,EMP398,CLIENT_160,Gen AI,Due Diligence,False,False,-425,none,Gen AI
CLIENT_117_007,25-04-2022,10-06-2022,Client Project,COMPLETE,EMP385,EMP385,CLIENT_117,,,False,False,-1478,none,
CLIENT_161_001,06-03-2023,09-06-2023,Client Project,COMPLETE,EMP1036,EMP535,CLIENT_161,,,False,False,-1114,none,
CLIENT_23_011,22-12-2024,31-08-2025,Client Project,COMPLETE,EMP306,EMP306,CLIENT_23,Data Engineering,Core Reporting,False,False,-300,none,Data Engineering
CLIENT_162_001,24-04-2024,15-12-2024,Client Project,COMPLETE,EMP1031,EMP973,CLIENT_162,,Exit Support,False,False,-559,none,
CLIENT_163_001,26-11-2018,28-06-2019,Client Project,COMPLETE,EMP533,EMP533,CLIENT_163,,,False,False,-2556,none,
CLIENT_108_003,07-11-2024,08-01-2025,Client Project,COMPLETE,EMP812,EMP529,CLIENT_108,BI and Reporting,Core Reporting,False,False,-535,none,BI and Reporting
CLIENT_164_005,01-10-2025,31-01-2026,Client Project,COMPLETE,EMP571,EMP161,CLIENT_164,Data Engineering,Core Reporting,False,False,-147,none,Data Engineering
CLIENT_165_001,03-08-2020,31-08-2020,Client Project,CLOSED,EMP474,EMP474,CLIENT_165,,,False,False,-2126,none,
CLIENT_46_001,08-08-2022,11-11-2022,Client Project,COMPLETE,EMP1036,EMP973,CLIENT_46,,,False,False,-1324,none,
CLIENT_166_012,16-03-2026,30-03-2026,Client Project,DEAL WON,EMP22,EMP393,CLIENT_166,BI and Reporting,Core Reporting,True,False,-89,30_days,BI and Reporting
CLIENT_57_009,28-05-2024,31-03-2025,Client Project,COMPLETE,EMP233,EMP233,CLIENT_57,Data Engineering,Managed Services,False,False,-453,none,Data Engineering
CLIENT_19_004,29-06-2025,03-10-2025,Client Project,COMPLETE,EMP847,EMP398,CLIENT_19,Gen AI;Data Science & ML;Data Engineering;BI and Reporting,Value Creation,False,False,-267,none,Gen AI
CLIENT_78_003,17-02-2025,31-12-2025,Managed Services,COMPLETE,EMP233,EMP490,CLIENT_78,BI and Reporting,Managed Services,False,False,-178,none,BI and Reporting
CLIENT_165_004,03-05-2021,14-05-2021,Client Project,COMPLETE,EMP533,EMP533,CLIENT_165,,,False,False,-1870,none,
CLIENT_134_001,01-03-2021,26-03-2021,Client Project,COMPLETE,EMP474,EMP474,CLIENT_134,,,False,False,-1919,none,
CLIENT_9_240,12-01-2025,06-02-2025,Client Project,COMPLETE,EMP308,EMP579,CLIENT_9,Consulting;Data Engineering,Core Reporting,False,False,-506,none,Consulting
CLIENT_76_007,01-12-2025,09-01-2026,Client Project,COMPLETE,EMP314,EMP252,CLIENT_76,BI and Reporting,Core Reporting,False,False,-169,none,BI and Reporting
CLIENT_139_005,04-07-2022,22-07-2022,Client Project,COMPLETE,EMP596,EMP596,CLIENT_139,,,False,False,-1436,none,
CLIENT_43_007,10-09-2020,31-01-2021,Client Project,COMPLETE,EMP385,EMP385,CLIENT_43,,,False,False,-1973,none,
CLIENT_167_002,01-05-2025,08-08-2025,Client Project,COMPLETE,EMP231,EMP231,CLIENT_167,Data Engineering;BI and Reporting,Core Reporting,False,False,-323,none,Data Engineering
CLIENT_168_004,07-04-2025,22-08-2025,Client Project,COMPLETE,EMP322,EMP791,CLIENT_168,BI and Reporting,Core Reporting,False,False,-309,none,BI and Reporting
CLIENT_169_002,31-03-2025,11-05-2025,Client Project,CLOSED,EMP557,EMP749,CLIENT_169,BI and Reporting,Core Reporting,False,False,-412,none,BI and Reporting
CLIENT_9_197,01-01-2024,31-12-2025,Internal Project,COMPLETE,EMP749,EMP749,CLIENT_9,,,False,False,-178,none,
CLIENT_170_002,16-09-2022,16-12-2022,Client Project,COMPLETE,EMP231,EMP845,CLIENT_170,,,False,False,-1289,none,
CLIENT_171_004,25-04-2022,10-05-2022,Client Project,COMPLETE,EMP22,EMP161,CLIENT_171,,,False,False,-1509,none,
CLIENT_172_007,20-04-2026,03-08-2026,Client Project,PROPOSE,EMP359,EMP559,CLIENT_172,Data Engineering,Core Reporting,False,False,37,none,Data Engineering
CLIENT_161_002,03-07-2023,30-11-2023,Client Project,COMPLETE,EMP233,EMP233,CLIENT_161,,Managed Services,False,False,-940,none,
CLIENT_23_005,05-08-2024,26-08-2024,Client Project,COMPLETE,EMP306,EMP636,CLIENT_23,Consulting,Exit Support,False,False,-670,none,Consulting
CLIENT_120_012,07-02-2024,02-08-2024,Client Project,COMPLETE,EMP27,EMP771,CLIENT_120,Analytical Engineering,Core Reporting,False,False,-694,none,Analytical Engineering
CLIENT_59_017,21-07-2025,12-09-2025,Client Project,COMPLETE,EMP276,EMP676,CLIENT_59,Full Stack Engineering,Value Creation,False,False,-288,none,Full Stack Engineering
CLIENT_127_010,05-09-2022,31-12-2030,BAU Activity,ACTIVE,EMP1022,EMP1022,CLIENT_127,,,True,False,1648,none,
CLIENT_9_215,01-08-2024,31-12-2024,Internal Project,COMPLETE,EMP1011,EMP68,CLIENT_9,,,False,False,-543,none,
CLIENT_112_006,02-12-2019,31-07-2020,Client Project,COMPLETE,EMP533,EMP533,CLIENT_112,,,False,False,-2157,none,
CLIENT_9_187,01-01-2024,31-12-2026,Internal Project,COMPLETE,EMP308,EMP596,CLIENT_9,,,False,False,187,none,
CLIENT_9_146,12-09-2022,02-12-2022,Internal Project,COMPLETE,EMP533,EMP533,CLIENT_9,,,False,False,-1303,none,
CLIENT_173_001,09-08-2022,31-10-2022,Client Project,COMPLETE,EMP474,EMP438,CLIENT_173,,,False,False,-1335,none,
CLIENT_172_005,26-05-2025,31-10-2025,Client Project,COMPLETE,EMP907,EMP231,CLIENT_172,BI and Reporting;Data Engineering,Core Reporting,False,False,-239,none,BI and Reporting
CLIENT_9_024,01-01-2020,31-12-2021,Internal Project,COMPLETE,EMP700,EMP700,CLIENT_9,,,False,False,-1639,none,
CLIENT_174_001,26-01-2026,16-02-2026,Client Project,COMPLETE,EMP306,EMP233,CLIENT_174,BI and Reporting;Data Engineering,Core Reporting,False,False,-131,none,BI and Reporting
CLIENT_41_009,13-09-2021,03-12-2021,Client Project,COMPLETE,EMP308,EMP308,CLIENT_41,,,False,False,-1667,none,
CLIENT_23_004,22-07-2024,02-09-2024,Client Project,COMPLETE,EMP306,EMP636,CLIENT_23,Data Engineering;Analytical Engineering,Core Reporting,False,False,-663,none,Data Engineering
CLIENT_9_143,12-09-2022,16-12-2022,Internal Project,COMPLETE,EMP903,EMP903,CLIENT_9,,,False,False,-1289,none,
CLIENT_9_050,14-03-2022,22-04-2022,Internal Project,COMPLETE,EMP308,EMP308,CLIENT_9,,,False,False,-1527,none,
CLIENT_175_004,19-05-2025,15-06-2025,Client Project,COMPLETE,EMP809,EMP781,CLIENT_175,Data Engineering;BI and Reporting,Core Reporting,False,False,-377,none,Data Engineering
CLIENT_176_002,19-11-2024,21-11-2024,Client Project,COMPLETE,EMP1012,EMP684,CLIENT_176,BI and Reporting,Exit Support,False,False,-583,none,BI and Reporting
CLIENT_177_006,12-05-2025,06-06-2025,Client Project,COMPLETE,EMP754,EMP675,CLIENT_177,BI and Reporting,Value Creation,False,False,-386,none,BI and Reporting
CLIENT_178_001,19-06-2023,18-08-2023,Client Project,COMPLETE,EMP173,EMP398,CLIENT_178,,,False,False,-1044,none,
CLIENT_166_008,13-10-2024,19-10-2024,Client Project,COMPLETE,EMP890,EMP791,CLIENT_166,Data Engineering,Core Reporting,False,False,-616,none,Data Engineering
CLIENT_24_003,22-12-2025,16-01-2026,Client Project,COMPLETE,EMP890,EMP1011,CLIENT_24,BI and Reporting,Core Reporting,False,False,-162,none,BI and Reporting
CLIENT_179_003,24-11-2020,28-02-2021,Client Project,COMPLETE,,,CLIENT_179,,,False,False,-1945,none,
CLIENT_42_004,06-03-2023,31-03-2023,Client Project,COMPLETE,EMP661,EMP661,CLIENT_42,,,False,False,-1184,none,
CLIENT_9_184,01-01-2024,31-12-2026,Internal Project,ACTIVE,EMP233,EMP233,CLIENT_9,,,True,False,187,none,
CLIENT_75_003,23-02-2026,01-06-2026,Client Project,DEAL WON,EMP452,EMP167,CLIENT_75,Data Engineering;BI and Reporting,Core Reporting,True,False,-26,30_days,Data Engineering
CLIENT_39_021,25-10-2021,29-10-2021,Client Project,COMPLETE,EMP408,EMP408,CLIENT_39,,,False,False,-1702,none,
CLIENT_135_002,29-01-2024,16-02-2024,Client Project,COMPLETE,EMP1012,EMP882,CLIENT_135,,Value Creation,False,False,-862,none,
CLIENT_180_002,10-09-2023,31-12-2025,Managed Services,COMPLETE,EMP233,EMP610,CLIENT_180,,Managed Services,False,False,-178,none,
CLIENT_181_001,04-02-2019,29-03-2019,Client Project,COMPLETE,EMP210,EMP210,CLIENT_181,,,False,False,-2647,none,
CLIENT_40_001,03-06-2024,15-07-2024,Client Project,COMPLETE,EMP688,EMP1011,CLIENT_40,Analytical Engineering,Value Creation,False,False,-712,none,Analytical Engineering
CLIENT_53_002,01-01-2020,31-12-2020,Client Project,COMPLETE,EMP263,,CLIENT_53,,,False,False,-2004,none,
CLIENT_175_002,27-01-2025,02-03-2025,Client Project,COMPLETE,EMP333,EMP971,CLIENT_175,Data Engineering;BI and Reporting,Data Advisory,False,False,-482,none,Data Engineering
CLIENT_18_008,03-01-2022,31-01-2022,Client Project,COMPLETE,EMP263,EMP263,CLIENT_18,,,False,False,-1608,none,
CLIENT_182_002,14-08-2023,31-10-2023,Client Project,COMPLETE,EMP847,EMP904,CLIENT_182,,Core Reporting,False,False,-970,none,
CLIENT_9_098,20-06-2022,31-12-2022,Internal Project,COMPLETE,EMP483,EMP958,CLIENT_9,,,False,False,-1274,none,
CLIENT_183_006,18-05-2026,10-08-2026,Managed Services,DEAL WON,EMP194,EMP194,CLIENT_183,Data Engineering;BI and Reporting,Core Reporting,True,False,44,60_days,Data Engineering
CLIENT_83_003,02-01-2023,31-03-2023,Client Project,COMPLETE,EMP749,EMP749,CLIENT_83,,,False,False,-1184,none,
CLIENT_26_002,02-01-2024,31-12-2024,Client Project,COMPLETE,EMP973,EMP1040,CLIENT_26,,Managed Services,False,False,-543,none,
CLIENT_68_006,25-03-2025,08-04-2025,Client Project,COMPLETE,EMP308,EMP245,CLIENT_68,Consulting,Exit Support,False,False,-445,none,Consulting
